,town,Unnamed: 0,total_count,food,food_avg_spending,shopping,car,health,pet,education,life_service,entertainment,beauty,film_performance,sports,tourism,population_density,GaussianMixture_result,Kmeans_result
132,永丰街道,132,0.0334234930448222,0.0394088669950738,0.1282853566958698,0.0413223140495867,0.0566037735849056,0.0703517587939698,0.0141700404858299,0.0310077519379844,0.048780487804878,0.0119453924914675,0.0017035775127768,0.0099009900990099,0.0181405895691609,0.0343347639484978,0.0635372551582785,4,4
133,月浦镇,133,0.0330370942812982,0.022167487684729,0.0962314003629537,0.0206611570247933,0.0512129380053908,0.1256281407035175,0.020242914979757,0.0135658914728682,0.037940379403794,0.0102389078498293,0.0034071550255536,0.0049504950495049,0.0408163265306122,0.0643776824034334,0.044272959527704,4,4
134,惠南镇,134,0.0324574961360123,0.022167487684729,0.1677096370463079,0.0330578512396694,0.0404312668463611,0.050251256281407,0.034412955465587,0.0348837209302325,0.046070460704607,0.0119453924914675,0.0153321976149914,0.0396039603960396,0.0045351473922902,0.0042918454935622,0.0536609295013464,4,4
135,龙华街道,135,0.0322642967542503,0.0061576354679802,0.1389236545682102,0.0103305785123966,0.091644204851752,0.0452261306532663,0.0121457489878542,0.0096899224806201,0.029810298102981,0.0187713310580204,0.0136286201022146,0.0445544554455445,0.0476190476190476,0.0901287553648068,0.2329525589123914,2,3
136,海湾镇,136,0.0320710973724884,0.0,0.0,0.0144628099173553,0.045822102425876,0.0829145728643216,0.0101214574898785,0.0813953488372093,0.0,0.0290102389078498,0.0085178875638841,0.0148514851485148,0.0158730158730158,0.0472103004291845,0.0038868829768103,6,4
137,车墩镇,137,0.0309119010819165,0.0098522167487684,0.1323529411764706,0.0144628099173553,0.0727762803234501,0.1733668341708542,0.0020242914979757,0.003875968992248,0.013550135501355,0.0102389078498293,0.0,0.0148514851485148,0.0136054421768707,0.0515021459227467,0.0559831185291575,4,4
138,曹杨新村街道,138,0.0301391035548686,0.0049261083743842,0.0356695869837296,0.024793388429752,0.0781671159029649,0.0778894472361809,0.0161943319838056,0.0213178294573643,0.067750677506775,0.0085324232081911,0.0085178875638841,0.0049504950495049,0.0317460317460317,0.0171673819742489,0.782601448497816,2,0
139,祝桥镇,139,0.0301391035548686,0.0197044334975369,0.0869837296620776,0.0537190082644628,0.0539083557951482,0.0150753768844221,0.0242914979757085,0.001937984496124,0.010840108401084,0.0051194539249146,0.0017035775127768,0.0148514851485148,0.0068027210884353,0.0128755364806866,0.0069399902452796,6,4
140,周家渡街道,140,0.0291731066460587,0.0246305418719211,0.3827284105131414,0.0516528925619834,0.0377358490566037,0.0251256281407035,0.0141700404858299,0.0193798449612403,0.043360433604336,0.0102389078498293,0.0136286201022146,0.0693069306930693,0.0204081632653061,0.0128755364806866,0.4134450035882316,2,3
141,白鹤镇,141,0.0287867078825347,0.0,0.0,0.006198347107438,0.0673854447439353,0.0979899497487437,0.0080971659919028,0.0387596899224806,0.032520325203252,0.0341296928327645,0.0153321976149914,0.0,0.0068027210884353,0.0472103004291845,0.0261754740934985,6,4
142,凌云路街道,142,0.0285935085007728,0.0,0.0,0.0041322314049586,0.0404312668463611,0.0603015075376884,0.0263157894736842,0.0755813953488372,0.037940379403794,0.0221843003412969,0.0017035775127768,0.0594059405940594,0.0158730158730158,0.0171673819742489,0.504620898578211,2,3
143,延吉新村街道,143,0.0285935085007728,0.0110837438423645,0.0859407592866082,0.0206611570247933,0.0377358490566037,0.0427135678391959,0.0101214574898785,0.0213178294573643,0.035230352303523,0.0170648464163822,0.0034071550255536,0.0049504950495049,0.0634920634920634,0.0214592274678111,0.7655801910376107,2,0
144,北新泾街道,144,0.0284003091190108,0.0086206896551724,0.0804577150062578,0.0268595041322314,0.0566037735849056,0.0603015075376884,0.0121457489878542,0.0310077519379844,0.043360433604336,0.0170648464163822,0.0204429301533219,0.0049504950495049,0.0113378684807256,0.0300429184549356,0.5369185821545559,2,3
145,徐行镇,145,0.0284003091190108,0.0123152709359605,0.0933667083854818,0.0144628099173553,0.0862533692722372,0.0628140703517587,0.0060728744939271,0.0155038759689922,0.043360433604336,0.015358361774744,0.0017035775127768,0.0,0.0204081632653061,0.094420600858369,0.0267880954309064,6,4
146,虹梅路街道,146,0.0278207109737248,0.0123152709359605,0.0986232790988735,0.0206611570247933,0.0781671159029649,0.0653266331658291,0.0020242914979757,0.0096899224806201,0.059620596205962,0.0051194539249146,0.0102214650766609,0.0198019801980198,0.0045351473922902,0.0300429184549356,0.2891780145205319,4,3
147,长桥街道,147,0.0278207109737248,0.0036945812807881,0.130162703379224,0.0020661157024793,0.0539083557951482,0.092964824120603,0.0182186234817813,0.0135658914728682,0.02710027100271,0.0119453924914675,0.0085178875638841,0.0,0.0408163265306122,0.0257510729613733,0.3367841342863143,4,3
148,宝山路街道,148,0.0276275115919629,0.0086206896551724,0.1196138029662077,0.0289256198347107,0.0673854447439353,0.0678391959798995,0.0161943319838056,0.0155038759689922,0.035230352303523,0.015358361774744,0.0068143100511073,0.0049504950495049,0.0340136054421768,0.03862660944206,0.826077038913632,2,0
149,彭浦新村街道,149,0.0270479134466769,0.0147783251231527,0.1278681685857321,0.012396694214876,0.0323450134770889,0.0804020100502512,0.0161943319838056,0.0271317829457364,0.05420054200542,0.0068259385665529,0.0085178875638841,0.0,0.0136054421768707,0.0128755364806866,0.7925364134842727,2,0
150,浦兴路街道,150,0.026275115919629,0.0098522167487684,0.1561326658322903,0.012396694214876,0.0296495956873315,0.0628140703517587,0.0222672064777327,0.0542635658914728,0.029810298102981,0.0119453924914675,0.0136286201022146,0.0099009900990099,0.0249433106575963,0.0042918454935622,0.4700799138068033,2,3
151,吴泾镇,151,0.0253091190108191,0.001231527093596,0.1314142678347934,0.018595041322314,0.0215633423180593,0.0201005025125628,0.0182186234817813,0.0193798449612403,0.02710027100271,0.0119453924914675,0.0051107325383304,0.0297029702970297,0.0226757369614512,0.0257510729613733,0.0581150996387012,4,4
152,金山工业区,152,0.0241499227202472,0.0,0.0,0.0289256198347107,0.0566037735849056,0.0301507537688442,0.0040485829959514,0.0387596899224806,0.059620596205962,0.0238907849829351,0.0272572402044293,0.0049504950495049,0.0,0.0085836909871244,0.0,6,4
153,上钢新村街道,153,0.0235703245749613,0.0295566502463054,0.1435127242803504,0.012396694214876,0.0269541778975741,0.0251256281407035,0.0141700404858299,0.0290697674418604,0.02710027100271,0.0102389078498293,0.0085178875638841,0.0495049504950495,0.0204081632653061,0.0085836909871244,0.2386552216307756,2,3
154,漕河泾新兴技术开发区,154,0.0231839258114374,0.0049261083743842,0.2268460575719649,0.0144628099173553,0.091644204851752,0.0402010050251256,0.0040485829959514,0.0135658914728682,0.05420054200542,0.0068259385665529,0.0085178875638841,0.0049504950495049,0.0158730158730158,0.0214592274678111,0.0143072135740015,4,4
155,东明路街道,155,0.0231839258114374,0.022167487684729,0.1443471005006258,0.018595041322314,0.0242587601078167,0.0402010050251256,0.0283400809716599,0.0232558139534883,0.035230352303523,0.0119453924914675,0.0119250425894378,0.0099009900990099,0.0204081632653061,0.0042918454935622,0.4078341046295851,4,3
156,临汾路街道,156,0.0227975270479134,0.0086206896551724,0.0763454317897371,0.006198347107438,0.0835579514824797,0.0778894472361809,0.0121457489878542,0.001937984496124,0.043360433604336,0.0051194539249146,0.0085178875638841,0.0,0.0226757369614512,0.0128755364806866,0.6060862297921976,2,0
157,廊下镇,157,0.0218315301391035,0.0,0.0,0.0144628099173553,0.0215633423180593,0.0326633165829145,0.0020242914979757,0.0116279069767441,0.018970189701897,0.0375426621160409,0.0068143100511073,0.0,0.0,0.0300429184549356,0.0118452307956251,6,4
158,金泽镇,158,0.0212519319938176,0.0,0.0,0.0020661157024793,0.0431266846361186,0.0427135678391959,0.0020242914979757,0.0406976744186046,0.029810298102981,0.0068259385665529,0.0034071550255536,0.0049504950495049,0.0045351473922902,0.0858369098712446,0.0104278129318846,6,4
159,庄行镇,159,0.0212519319938176,0.0,0.0,0.0206611570247933,0.0539083557951482,0.0452261306532663,0.0040485829959514,0.0387596899224806,0.0,0.0255972696245733,0.0153321976149914,0.0,0.0090702947845804,0.0429184549356223,0.0148945932027342,6,4
160,柘林镇,160,0.0210587326120556,0.0,0.0,0.0165289256198347,0.0781671159029649,0.057788944723618,0.0040485829959514,0.0193798449612403,0.0,0.0068259385665529,0.0221465076660988,0.0148514851485148,0.0136054421768707,0.03862660944206,0.009453696278156,6,4
161,金海社区,161,0.0206723338485316,0.0,0.0,0.012396694214876,0.045822102425876,0.0150753768844221,0.0080971659919028,0.0310077519379844,0.0,0.0187713310580204,0.0170357751277683,0.0,0.0204081632653061,0.0257510729613733,0.0,6,4
162,莘庄工业区,162,0.0206723338485316,0.0024630541871921,0.1489361702127659,0.0082644628099173,0.0943396226415094,0.0150753768844221,0.0303643724696356,0.003875968992248,0.037940379403794,0.0068259385665529,0.0051107325383304,0.0049504950495049,0.0226757369614512,0.0257510729613733,0.062182546291978,4,4
163,吕巷镇,163,0.0204791344667697,0.0,0.0,0.0144628099173553,0.0566037735849056,0.0276381909547738,0.0,0.0213178294573643,0.029810298102981,0.0358361774744027,0.0170357751277683,0.0,0.0022675736961451,0.0472103004291845,0.0148562513739547,6,4
164,新场镇,164,0.0202859350850077,0.0024630541871921,0.1451814768460576,0.0082644628099173,0.0161725067385444,0.1809045226130653,0.0121457489878542,0.001937984496124,0.0,0.0068259385665529,0.0017035775127768,0.0049504950495049,0.0,0.0128755364806866,0.0262706588605999,4,4
165,练塘镇,165,0.0200927357032457,0.0,0.0,0.0,0.0619946091644204,0.0753768844221105,0.0080971659919028,0.0251937984496124,0.016260162601626,0.0051194539249146,0.0068143100511073,0.0099009900990099,0.0,0.0600858369098712,0.0121490389605252,6,4
166,四团镇,166,0.0200927357032457,0.0,0.0,0.0454545454545454,0.0539083557951482,0.0552763819095477,0.0040485829959514,0.0329457364341085,0.0,0.0068259385665529,0.0136286201022146,0.0,0.0022675736961451,0.0300429184549356,0.0185044026357105,6,4
167,洞泾镇,167,0.0191267387944358,0.0123152709359605,0.1814768460575719,0.0082644628099173,0.059299191374663,0.0226130653266331,0.0060728744939271,0.003875968992248,0.048780487804878,0.0034129692832764,0.0,0.0049504950495049,0.0294784580498866,0.0128755364806866,0.0393181060710187,4,4
168,金桥经济技术开发区,168,0.0191267387944358,0.0270935960591133,0.2570258277847309,0.0206611570247933,0.0512129380053908,0.0376884422110552,0.0080971659919028,0.003875968992248,0.032520325203252,0.0017064846416382,0.0102214650766609,0.0148514851485148,0.0045351473922902,0.0042918454935622,0.0054237810632294,4,4
169,张堰镇,169,0.0189335394126738,0.0,0.0,0.0227272727272727,0.0269541778975741,0.0376884422110552,0.0,0.0348837209302325,0.024390243902439,0.0290102389078498,0.0153321976149914,0.0,0.0022675736961451,0.0300429184549356,0.0177835884537876,6,4
170,松江工业区,170,0.0187403400309119,0.0270935960591133,0.1654340653316646,0.012396694214876,0.0889487870619946,0.0125628140703517,0.0,0.0174418604651162,0.037940379403794,0.0017064846416382,0.0,0.0049504950495049,0.0022675736961451,0.0171673819742489,0.0256721842956226,4,4
171,张江镇,171,0.0187403400309119,0.0098522167487684,0.1683354192740926,0.0041322314049586,0.0080862533692722,0.0301507537688442,0.0101214574898785,0.0251937984496124,0.043360433604336,0.0136518771331058,0.0068143100511073,0.0148514851485148,0.0249433106575963,0.0257510729613733,0.0852414978998604,4,4
172,华泾镇,172,0.0185471406491499,0.001231527093596,0.0913642052565707,0.0103305785123966,0.0512129380053908,0.0603015075376884,0.0080971659919028,0.0174418604651162,0.032520325203252,0.0119453924914675,0.0017035775127768,0.0,0.0090702947845804,0.0171673819742489,0.1543861886228396,4,4
173,金桥镇,173,0.0185471406491499,0.0172413793103448,0.209368853942428,0.012396694214876,0.0215633423180593,0.0552763819095477,0.0141700404858299,0.0174418604651162,0.008130081300813,0.0085324232081911,0.0153321976149914,0.0247524752475247,0.0113378684807256,0.0,0.1055921606483217,4,4
174,唐镇,174,0.0185471406491499,0.0024630541871921,0.1251564455569462,0.0103305785123966,0.0323450134770889,0.0326633165829145,0.020242914979757,0.0077519379844961,0.051490514905149,0.0085324232081911,0.0085178875638841,0.0148514851485148,0.0158730158730158,0.0042918454935622,0.0759572325786181,4,4
175,漕泾镇,175,0.0168083462132921,0.001231527093596,0.146433041301627,0.0103305785123966,0.0566037735849056,0.0402010050251256,0.0020242914979757,0.0213178294573643,0.02710027100271,0.0221843003412969,0.0017035775127768,0.0,0.0022675736961451,0.0171673819742489,0.0087036793363987,4,4
176,南汇新城镇,176,0.0166151468315301,0.0098522167487684,0.2090112640801001,0.0082644628099173,0.0188679245283018,0.0050251256281407,0.0080971659919028,0.003875968992248,0.008130081300813,0.0051194539249146,0.0051107325383304,0.0198019801980198,0.0068027210884353,0.0214592274678111,0.0,4,4
177,重固镇,177,0.0160355486862442,0.0,0.0,0.0041322314049586,0.0431266846361186,0.0301507537688442,0.0060728744939271,0.0251937984496124,0.024390243902439,0.0136518771331058,0.0068143100511073,0.0099009900990099,0.0068027210884353,0.0429184549356223,0.0272022011711202,6,4
178,外冈镇,178,0.0158423493044822,0.0073891625615763,0.1885690446808511,0.0,0.0512129380053908,0.0326633165829145,0.0040485829959514,0.001937984496124,0.024390243902439,0.0051194539249146,0.0,0.0,0.0136054421768707,0.0429184549356223,0.0264227342372549,4,4
179,长白新村街道,179,0.0156491499227202,0.0049261083743842,0.0506883604505632,0.006198347107438,0.0215633423180593,0.0954773869346733,0.0020242914979757,0.0077519379844961,0.024390243902439,0.0,0.0034071550255536,0.0,0.0158730158730158,0.0171673819742489,0.3818497967101468,4,3
180,马桥镇,180,0.0137171561051004,0.0,0.0,0.0082644628099173,0.0188679245283018,0.0175879396984924,0.0080971659919028,0.0096899224806201,0.02710027100271,0.0119453924914675,0.0034071550255536,0.0049504950495049,0.0181405895691609,0.0600858369098712,0.0447883940612404,6,4
181,南码头路街道,181,0.0135239567233384,0.0049261083743842,0.1545682102628285,0.0041322314049586,0.0188679245283018,0.0376884422110552,0.0222672064777327,0.0077519379844961,0.016260162601626,0.0051194539249146,0.0119250425894378,0.0,0.0113378684807256,0.0085836909871244,0.4147552608027683,4,3
182,高桥镇,182,0.0117851622874806,0.0098522167487684,0.1231226533166458,0.0082644628099173,0.0269541778975741,0.0201005025125628,0.0182186234817813,0.005813953488372,0.005420054200542,0.0034129692832764,0.0017035775127768,0.0099009900990099,0.0136054421768707,0.0085836909871244,0.0727454137306896,4,4
183,沪东新村街道,183,0.0117851622874806,0.0098522167487684,0.1467459324155194,0.006198347107438,0.0215633423180593,0.0226130653266331,0.0141700404858299,0.0174418604651162,0.010840108401084,0.0034129692832764,0.0085178875638841,0.0049504950495049,0.0045351473922902,0.0,0.3450488735544545,4,3
184,宣桥镇,184,0.0115919629057187,0.0,0.0,0.0,0.013477088948787,0.007537688442211,0.0020242914979757,0.001937984496124,0.005420054200542,0.0,0.0017035775127768,0.0,0.0022675736961451,0.0042918454935622,0.0216096594765412,6,4
185,曹路镇,185,0.0113987635239567,0.0024630541871921,0.048811013767209,0.0165289256198347,0.0053908355795148,0.0276381909547738,0.0161943319838056,0.0135658914728682,0.005420054200542,0.0119453924914675,0.0,0.0297029702970297,0.0,0.0085836909871244,0.0556076008495822,6,4
186,叶榭镇,186,0.0112055641421947,0.0098522167487684,0.1163954943679599,0.0041322314049586,0.0242587601078167,0.0402010050251256,0.0101214574898785,0.0,0.008130081300813,0.0119453924914675,0.0017035775127768,0.0,0.0022675736961451,0.0171673819742489,0.018470621031168,6,4
187,航头镇,187,0.0096599690880989,0.0,0.0,0.0020661157024793,0.0296495956873315,0.0150753768844221,0.0141700404858299,0.0155038759689922,0.008130081300813,0.0017064846416382,0.0017035775127768,0.0148514851485148,0.0,0.0128755364806866,0.0308318755588873,6,4
188,罗泾镇,188,0.008887171561051,0.0024630541871921,0.1151439299123904,0.0020661157024793,0.0188679245283018,0.0226130653266331,0.0080971659919028,0.0,0.024390243902439,0.0034129692832764,0.0017035775127768,0.0049504950495049,0.0045351473922902,0.0300429184549356,0.0186813279915416,6,4
189,宝山城市工业园区,189,0.008500772797527,0.0,0.0,0.0020661157024793,0.0107816711590296,0.0804020100502512,0.0,0.001937984496124,0.005420054200542,0.0017064846416382,0.0017035775127768,0.0,0.0,0.0042918454935622,0.0565476210006464,6,4
190,泖港镇,190,0.008114374034003,0.0,0.0,0.0041322314049586,0.0107816711590296,0.0301507537688442,0.0242914979757085,0.001937984496124,0.002710027100271,0.0051194539249146,0.0,0.0,0.0022675736961451,0.0257510729613733,0.0120729480815949,6,4
191,小昆山镇,191,0.0077279752704791,0.0,0.0,0.0041322314049586,0.0242587601078167,0.0351758793969849,0.0020242914979757,0.005813953488372,0.013550135501355,0.0,0.0,0.0,0.0045351473922902,0.0128755364806866,0.02815930113215,6,4
192,外高桥保税区,192,0.0071483771251931,0.0,0.0,0.0144628099173553,0.0377358490566037,0.0025125628140703,0.0040485829959514,0.001937984496124,0.002710027100271,0.0017064846416382,0.0034071550255536,0.0049504950495049,0.0022675736961451,0.0042918454935622,0.0009768568979461,6,4
193,华亭镇,193,0.0067619783616692,0.0,0.0,0.0082644628099173,0.0026954177897574,0.0150753768844221,0.0040485829959514,0.001937984496124,0.021680216802168,0.0034129692832764,0.0,0.0,0.0045351473922902,0.03862660944206,0.0194211299926323,6,4
194,新浜镇,194,0.0057959814528593,0.0024630541871921,0.1188986232790988,0.0020661157024793,0.0107816711590296,0.0276381909547738,0.0020242914979757,0.001937984496124,0.002710027100271,0.0017064846416382,0.0,0.0,0.0022675736961451,0.0300429184549356,0.0125598668665898,6,4
195,合庆镇,195,0.0050231839258114,0.0024630541871921,0.1677096370463079,0.0,0.0080862533692722,0.0050251256281407,0.0161943319838056,0.0,0.002710027100271,0.0051194539249146,0.0,0.0,0.0068027210884353,0.0,0.0418162830936298,4,4
196,石湖荡镇,196,0.0050231839258114,0.0,0.0,0.0020661157024793,0.0080862533692722,0.0326633165829145,0.0040485829959514,0.0,0.0,0.0017064846416382,0.0,0.0,0.0045351473922902,0.0171673819742489,0.0165963359540821,6,4
197,大团镇,197,0.0030911901081916,0.0,0.0,0.0041322314049586,0.0053908355795148,0.0100502512562814,0.0121457489878542,0.0,0.0,0.0,0.0017035775127768,0.0,0.0,0.0,0.0235630204756939,6,4
198,高东镇,198,0.0030911901081916,0.0,0.0,0.0020661157024793,0.0053908355795148,0.0050251256281407,0.0,0.001937984496124,0.005420054200542,0.0068259385665529,0.0017035775127768,0.0049504950495049,0.0022675736961451,0.0042918454935622,0.0510651182457499,6,4
199,泥城镇,199,0.0028979907264296,0.0,0.0,0.0041322314049586,0.0107816711590296,0.0025125628140703,0.0060728744939271,0.001937984496124,0.0,0.0,0.0,0.0198019801980198,0.0,0.0,0.0175938703557739,6,4
200,书院镇,200,0.0027047913446676,0.0049261083743842,0.1376720901126408,0.0020661157024793,0.0,0.0125628140703517,0.0060728744939271,0.0,0.0,0.0,0.0,0.0049504950495049,0.0,0.0042918454935622,0.0179713388686724,6,4
201,上海海港综合经济开发区,201,0.0009659969088098,0.0,0.0,0.0,0.013477088948787,0.0025125628140703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126352967313307,6,4
202,城桥镇,202,0.0001931993817619,0.0,0.0,0.0,0.0026954177897574,0.0,0.0,0.0,0.002710027100271,0.0,0.0,0.0,0.0,0.0,0.016794987290887,6,4
203,陈家镇,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017064846416382,0.0,0.0,0.0,0.0,0.0084732853696767,6,4
204,东平林场,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001399365993173,6,4
205,港沿镇,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002710027100271,0.0,0.0,0.0,0.0,0.0,0.0080397487679646,6,4
206,建设镇,206,0.0,0.0,0.0,0.0,0.0,0.0025125628140703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081526640360371,6,4
207,老港镇,207,0.0,0.0,0.0,0.0,0.0026954177897574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060449490943097,6,4
208,万祥镇,208,0.0,0.0,0.0,0.0,0.0,0.0025125628140703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017535347976754,6,4
